player_id,from_club_id,to_club_id
815652,2503,1082
849520,1029,1025
858238,10789,2431
901096,50532,8023
901253,9131,68834
909736,16179,14683
913022,385,1426
929575,2503,101419
934154,12765,18633
940367,33948,515
951952,14945,924
953004,16104,1894
973461,18778,664
985797,11342,32385
986291,15551,5972
1012731,20728,8505
1061674,3385,515
1074482,10690,15063
1075582,7995,9669
1095318,96939,979
1169025,17209,58858
1303931,49863,45126
41323,2,80
70754,327,55686
75471,2288,515
175446,543,1091
207571,1465,515
235275,354,206
242295,3999,5648
246607,786,4769
277179,141,23826
282689,6502,337
288241,868,515
289587,349,653
293169,430,447
347748,13653,24032
374040,1147,10004
379626,515,44631
379979,798,93
380349,41231,59024
391719,410,6912
412024,48913,28082
433887,1008,10004
458715,417,8024
469718,1184,2407
470009,7,9094
532495,1047,38
553842,3362,1177
559998,255,7154
560997,34836,8546
569349,167,1465
569375,1465,1049
573981,6890,7775
589753,11194,1242
603137,979,2423
606952,2113,10690
610581,3884,677
630524,44006,50845
633652,9252,355
645173,317,232
648032,358,410
651005,583,1075
660338,2417,9811
662415,1180,8024
665402,14583,19006
668276,200,23826
668311,13726,20593
697030,10481,2388
697511,22558,2362
703658,17596,970
790918,533,38
798404,3524,273
862554,25243,2288
898809,7661,17550
923531,35023,1058
929876,1109,157
938591,33966,101732
952282,10949,2424
981058,861,2619
1004301,273,3524
1113068,12045,1124
1233680,117306,43563
1302421,10871,95354
80702,2553,1519
120443,51772,10010
127188,58,417
129374,7077,16795
147043,1096,1039
242940,1390,1047
257388,16795,3183
309977,242,1047
365692,660,48332
425245,3176,3183
481272,4321,1029
509914,18487,1114
509936,30606,60949
539203,979,3183
624883,515,2740
660338,11854,2417
801420,6945,370
829380,25698,40472
852858,68479,3527
859733,25451,14094
862554,2431,25243
979410,122,5724
1095655,104275,63007
74683,273,1041
116611,1059,10484
136537,6992,6560
198981,26563,2531
242152,1002,9211
278359,150,15
281552,41231,28971
290928,1241,25258
392717,515,12275
458047,221,1286
462699,2662,252
486814,5026,1269
497440,3301,31622
501049,1011,35
537566,369,58
541601,1177,1435
655139,38967,903
689052,45604,866
728262,1775,6676
730280,8152,88
756993,1029,31284
801420,2805,6945
1144706,2417,30038
67556,276,2919
115763,276,6646
118022,3840,10775
164265,6500,31622
168157,405,6195
182882,11107,6418
216870,331,237
225055,452,1047
226073,13,350
253839,28844,7732
274344,708,2381
288240,2698,3690
293903,7775,74664
323838,9811,5677
332132,61825,87883
343273,367,1536
345759,511,2795
351749,281,379
355641,31614,1416
357158,336,276
362548,38038,456
404684,924,44290
438852,1226,6731
454321,2720,2047
486814,51828,5026
488935,1101,1148
498237,720,683
505194,1003,641
509246,43,2578
522327,26459,87883
523947,443,433
547528,713,11127
557613,995,244
569777,924,2293
605580,820,20333
610484,3207,33966
610637,159,7567
613975,443,5784
616628,2919,252
619461,4441,1158
620892,260,63007
645756,21283,25445
663899,1014,327
668235,978,660
673430,11137,4634
689230,14723,1826
714459,24214,511
715683,1244,2464
715879,56517,37396
742858,18820,4720
745454,51828,2407
790482,724,28378
805864,18633,3268
807731,8838,87883
808971,101362,53646
809845,11344,41310
834768,1435,46854
839029,1030,1444
851990,2553,1192
860812,468,133
895515,1242,327
926694,1096,13
953135,9267,984
953397,11154,10113
994536,281,209
999129,31505,16890
1017271,15644,443
1039787,14355,369
1086636,583,199
1100480,776,7378
1115074,5771,63007
1159175,53453,74661
28973,124,123
53286,7378,515
76326,1064,467
137313,1423,2424
182710,26629,2425
210363,10586,829
235568,3325,952
258618,3209,7160
269793,19309,1444
270596,511,2451
273689,32129,10603
279521,70657,3182
280149,7633,333
294730,419,53646
333355,2441,3840
337670,9439,385
343273,366,367
344072,3522,995
345656,8172,10503
357072,2282,16795
357158,3008,336
369650,76,48913
372445,2420,276
395522,1162,6912
411662,294,26091
426326,10718,9252
433584,6195,2919
435288,91868,2672
439072,12,614
452464,4059,2698
461607,10838,1420
461954,20698,7775
474615,515,14680
503731,1039,3052
525990,5724,5817
530915,3455,2759
538566,924,2293
565913,2578,3716
566677,1032,683
605580,50838,820
606023,2288,306
608487,7769,33966
622236,9251,3688
627196,625,157
635645,24,452
638365,121,5287
646432,7633,7178
654949,410,41274
662418,27804,86209
666953,2715,7378
673123,67107,515
685761,1083,82969
697067,6646,69518
715382,11746,82969
723666,1110,2759
741267,1189,8824
747284,11746,82969
787302,11746,82969
798773,82,26957
799091,11746,82969
814820,6945,2963
817604,11746,82969
817607,11746,82969
817709,11746,82969
817830,11746,82969
817967,11746,82969
847487,667,750
855027,1164,23360
876400,410,527
901027,8525,84400
917991,11746,82969
918332,11746,82969
918342,11746,82969
939964,1420,24
941589,10588,3000
978562,114977,31068
982855,417,276
997070,10534,1234
1012421,12819,2919
1045767,897,18687
1113528,750,54189
1227723,51064,409
1228946,78887,18751
45858,41231,4561
72768,2293,2420
170672,3999,2671
197602,26091,26629
201248,152,28107
206717,667,1184
237250,57,4955
254123,39252,14082
258912,515,903
261309,4035,2462
284177,4,200
284321,932,1444
296356,515,3057
328802,49149,1007
337036,127,60
351216,723,132
357072,826,2282
371000,167,443
376663,2805,38204
387996,1283,202
395522,6912,1162
401706,3277,41231
415049,26091,26629
425496,2759,6066
439072,6574,12
448628,13,681
448854,703,1010
451403,28760,40373
453770,33,3225
471148,4634,2293
476165,1245,26985
491553,210,1418
525438,455,13
539860,20,126
548468,209,1775
565766,3938,1030
611195,415,5724
628806,33414,56089
629777,197,192
644244,265,327
655987,9252,2553
671951,7633,82696
696729,30038,45560
697405,25184,1775
697853,2698,4128
704156,82686,1047
709769,3535,2582
710671,8516,6688
720936,15136,75231
774771,9668,520
814476,102400,51828
825441,520,9668
833893,12574,18074
842718,1063,2432
856274,1462,28
860051,417,1159
868891,995,978
901027,56172,8525
901129,26069,28844
910176,3166,1421
911960,189,12179
951697,126,20333
954367,2502,6767
966314,1286,3938
1012421,12373,12819
1014243,410,724
1062525,20921,6182
37666,679,2433
75127,288,333
88242,3999,1386
104326,537,10010
145838,2440,2720
149752,10010,265
169573,1247,987
171412,32704,6079
177475,2671,37276
185427,86,48
249080,6055,4959
252209,9811,7097
263629,39429,21459
364602,11831,866
386786,1132,33
387355,987,515
402581,4321,6363
426724,29831,455
444208,1132,1028
448854,6890,703
451403,89,28760
457736,385,276
462086,467,276
470391,276,385
490581,3,322
503884,903,13753
527248,903,3021
551752,416,8970
557938,9094,44664
565674,903,1060
613983,2784,3508
615255,928,14554
615599,448,159
620914,6808,9095
639245,311,669
679414,1304,4095
695512,50838,44006
706618,16950,2374
708410,589,44006
716276,543,1050
719857,589,44006
724529,6945,54189
725049,199,15172
747153,985,1211
755355,21459,30925
816308,4097,1158
848682,405,159
902507,8793,10492
937845,24214,22672
944583,27908,21575
972353,6541,2311
998204,70673,45604
1011262,288,12301
1017320,9465,11380
1079487,67702,23194
1083164,43119,1064
1227014,85064,21459
1233996,82661,39805
1337084,112834,38006
154530,6631,2293
162571,449,265
177818,26459,515
193158,48332,2740
232964,989,903
276768,738,1290
282734,2381,338
284736,51771,6025
315145,1421,273
343163,1826,6429
376710,1029,7097
376856,1148,1071
397099,80,2671
397992,24325,3795
405660,14078,11167
406736,349,1078
420465,1082,506
426523,2417,18076
482204,515,987
500054,294,533
537841,32017,63007
564451,2687,11669
565014,52910,23565
581660,5776,865
587002,1148,1020
603327,40812,41278
622410,3592,61825
625144,3592,61825
633454,1101,269
642521,29397,31284
655006,1041,631
662493,3828,603
696246,12005,55601
704558,679,2863
708454,2282,968
723835,39336,499
731466,8981,9250
737892,37535,6878
769063,5,3302
829966,7097,189
838405,189,2619
842718,7378,1063
873532,141,50349
880025,54494,14542
902507,3301,8793
909170,13264,12672
912009,189,7097
969525,3016,67286
975134,2352,39252
982582,82686,64480
988247,73900,6890
1001854,12580,903
1051322,515,64918
1103445,7567,2388
1179260,116648,75807
12249,9840,1286
162029,762,940
172779,467,9598
190289,80,105
263380,533,60
318507,2293,322
444605,23777,8606
462738,2832,13365
539836,35705,41145
554565,447,4529
557614,167,618
629273,19006,663
647281,2999,12580
686862,75506,49702
714581,23805,13594
789040,22702,13446
1013922,1234,31284
1087316,25553,9811
1105904,8819,86929
1132850,91740,21726
80702,1519,2553
155425,22220,53453
167291,294,2462
190289,589,80
249747,14589,42109
334557,294,683
339501,601,3302
351792,1467,55544
361264,114,2381
369078,10625,256
371013,385,3008
390539,9644,6676
406736,2553,349
454181,585,1234
496871,5026,403
514304,2420,70662
567129,276,6574
599663,501,244
611855,111,1622
700078,1158,452
740671,2402,10511
763349,19684,21459
790889,56737,804
840101,1030,31284
849410,189,1237
998816,32943,116577
1064181,4557,31284
1106650,60222,105908
29391,43,1241
61297,3900,59358
71225,3137,6622
74040,126,48913
95285,7567,6622
126337,2741,11411
134158,515,312
155126,4633,6622
156722,2984,7567
162985,515,6622
177860,1241,515
197521,11688,448
197751,1047,749
203869,2759,2451
208690,252,332
225122,543,1050
234790,4131,1226
247633,235,1017
248219,2832,10484
249747,3999,14589
250055,55544,6593
262105,159,7567
274340,84,788
289216,42609,8524
291262,100124,1837
303410,1564,1147
324861,533,105
332823,4313,49675
334056,12574,14554
334233,1029,333
358032,276,6195
361264,6646,114
374055,7567,448
395799,101732,952
402079,866,1286
405868,515,669
435325,2573,4645
440827,4633,6621
456617,776,333
461963,2420,1455
466121,29484,32113
483008,868,48913
489854,7087,88
495722,5,408
502671,663,40812
505652,281,6621
508376,30925,6499
511436,6363,1037
556046,12574,6418
568535,504,24226
570721,4059,327
582227,602,8047
592867,3137,8819
610863,405,991
622380,1003,631
623119,53453,327
633753,43,124
647376,1071,2578
652674,12573,2802
659886,60551,16108
661126,333,33414
673426,15058,59358
686839,24214,511
696363,448,4634
702487,6622,38828
705058,15083,4773
705970,6621,15276
707274,1049,366
719174,28770,5084
745573,1008,2832
750903,995,452
755224,515,113154
779969,11137,15058
785967,12321,13222
794495,814,15276
794816,9251,1098
796574,609,110302
843472,2029,2035
845857,3544,4634
845872,667,32113
854804,4645,669
864682,4633,11066
873539,2319,3205
900195,1023,660
910926,6017,18303
917809,29109,55686
920470,2531,3508
925584,410,724
938431,448,15276
941418,660,669
978973,1286,12301
1010296,87713,104630
1025977,67277,3032
1045282,12931,4634
1110360,866,18074
1135708,13503,76156
1225900,78214,2531
20506,150,4941
61651,7732,610
91158,38898,123
156775,45274,2553
188888,89,681
188942,48913,7160
220656,265,447
225122,294,543
248030,11831,19309
250907,515,6418
258879,759,2759
261095,173,408
264116,1390,1103
264848,3325,3268
291276,1005,5514
294791,61,89
299139,22110,38208
300308,4321,2063
315332,39,44
319674,515,120
321135,6646,23568
321847,413,1622
357917,58,338
371142,44,903
390125,1091,6676
391497,540,3725
392966,800,8970
394980,3725,22220
395295,4172,9439
396640,6890,119
410170,9241,12423
424689,6711,1804
424900,1031,1032
430761,7378,28022
441170,114,417
458367,2362,419
489611,506,458
491547,11648,20590
492730,828,419
495722,1035,5
502527,39429,78388
504825,41101,3522
511552,9261,511
537956,3385,47
546979,1180,713
564451,6676,2687
565821,987,9249
567735,63007,21903
579975,2781,5545
581326,5411,999
605466,6912,16575
611912,1270,511
613364,189,10511
620722,3900,7569
622787,44486,22220
623119,327,53453
636507,309,17300
638218,8172,110302
653906,51773,95332
659225,2778,5724
685154,1894,5716
694157,34212,110452
697351,11099,5681
699688,4557,14681
705337,4391,26459
707274,6182,1049
717063,936,2157
727751,10870,10010
784335,6499,30925
812625,6574,1038
815219,456,419
830112,1286,1403
880332,13473,6646
889618,9202,6912
893664,68780,15136
896370,40812,37227
898851,1894,5716
907834,13264,6363
910905,1041,54189
911985,738,9202
916920,10586,415
921533,21460,447
958649,1005,5514
1001854,2802,12580
1018259,157,1041
1028795,6357,3023
1056993,14807,1023
1120655,34756,14649
1121750,26206,36100
31406,8023,7732
44118,40270,64780
58267,1075,979
74421,1804,2352
77715,41030,511
86097,1083,1124
131326,605,312
157373,2740,55686
167859,6646,1627
168933,408,312
172300,1070,10093
189014,51828,4291
239697,2417,1070
242813,252,3522
243679,515,6808
266809,683,7633
282429,148,1148
334835,398,380
335744,11083,18303
342878,321,53646
346478,167,148
352583,21448,12908
391065,989,6195
395295,1627,4172
397225,6195,380
411612,663,32017
418891,61825,26459
421194,1829,20590
426523,6912,2417
430488,49702,279
441191,8023,7732
461608,3711,12454
462833,3426,1177
465279,410,4271
476352,244,1114
481192,6878,1134
489611,749,506
505934,10484,70142
509301,370,2976
524572,609,37474
532350,14554,1134
539965,41133,12005
574930,54924,49702
579628,1058,669
614898,2352,2741
627607,10611,31294
635807,2424,1755
644204,25213,4773
654374,3205,44277
659331,6945,3884
672055,40812,9465
682032,410,506
690478,3948,2262
710051,6890,27603
728734,9254,2262
746148,15367,25444
746358,609,2125
748838,10690,85465
749088,44382,13602
790281,61351,12420
796739,2431,1301
841263,2462,15172
841731,3325,3348
846899,6321,2414
863204,9251,3455
952174,2293,37962
983944,8818,86102
1046802,1106,1826
1093277,95333,813
1093749,16652,10247
1193867,14727,8718
25508,417,6646
59082,321,3948
104752,13613,515
131506,2381,7160
144236,6368,8781
157912,1894,20997
172142,2425,32328
188470,2293,49283
192616,452,244
215473,1247,218
218233,76,132
241254,29831,429
274175,34239,10301
314969,8818,3325
316445,2861,9644
336012,170,371
336697,537,54189
343064,687,322
344294,433,10157
371996,8793,2125
391926,2118,4633
393699,14,41231
444641,543,1302
477477,1101,2293
503679,31,1211
504518,1211,6945
527589,122,170
534909,2741,3277
538770,10093,1037
565171,36755,1180
592857,5784,1177
594104,12574,25184
614603,543,2805
633048,14554,3938
639152,11831,209
652968,3938,928
659838,8172,10093
660000,51762,32041
674806,1070,1005
675708,27114,48332
688684,10870,3876
696324,9202,9252
697726,121,5287
710063,455,6429
728734,1211,9254
735947,70192,26199
743864,3718,88020
746358,3725,609
830108,2402,86
836282,1286,14602
842808,2417,12301
844299,273,1416
847436,255,22431
862204,68110,8827
883217,875,71085
895679,4035,2497
908834,39481,58065
987480,74845,75596
989579,7097,1826
990132,91869,3391
1028795,5660,6357
1054917,20466,6495
1088535,455,11390
1088817,92433,2796
1120134,10913,239
1183855,34133,25580
1371326,14597,137592
49693,698,984
85029,37914,60368
90478,968,3225
114022,515,5287
146017,84,3900
149724,262,30120
162079,6676,11596
183293,989,180
198988,708,6456
203059,15906,29700
208681,366,199
256453,46487,653
259917,1418,25184
262117,301,29831
290171,515,30925
313691,2832,83678
314853,4291,2832
316047,419,710
336974,255,653
351894,199,1755
354136,54585,5499
354640,18303,17426
371008,2424,630
383008,68608,3268
392777,603,703
433818,1132,698
440774,91158,1124
444641,1088,543
485588,200,192
491536,25467,40058
491678,42208,132121
503329,1070,2417
503486,19684,16696
527589,4467,122
551007,603,2759
552628,3329,2063
552638,1444,11831
596909,14554,1029
602781,428,157
603126,43452,11040
607224,985,368
614030,77984,56089
614424,515,1465
614603,358,543
626888,12124,405
633652,466,9252
635336,1010,1158
647235,218,6711
657742,1025,4078
667516,1098,33616
692440,7160,1147
693066,3537,9267
700933,4032,28022
704545,49702,10482
710051,54636,6890
740159,537,54189
741105,6044,12301
757272,371,987
808465,33741,588
813037,54189,537
838925,33285,6930
847934,18911,4673
873535,141,820
882003,39197,9892
895679,861,4035
939150,60949,91870
982366,419,628
1015089,30865,95336
1071606,4275,979
1073997,1006,18
1086916,18342,10959
1109824,19820,8054
1136725,31681,21903
1172166,110598,10400
1181090,58858,26069
1196380,83792,152
1223800,93544,63057
1225269,100133,3209
1226559,114156,26587
1234665,9746,9168
1240763,40902,14355
140811,614,10870
156009,3535,6502
235339,964,41231
248271,36,3209
295024,36,265
307052,167,41
375869,43571,122671
426529,19523,6368
431863,20590,17422
433818,3008,1132
454652,6878,17422
459842,322,1025
468174,1403,199
614811,1042,762
626888,2262,12124
637536,43502,2696
646357,3301,19684
652459,43502,2696
652979,2262,9261
687359,64918,6600
692440,6630,7160
726036,18303,3592
740986,9465,8818
811778,16795,985
882003,9892,39197
886749,9783,623
932340,2431,9539
1161126,26587,107818
73926,276,430
88542,1070,3938
147562,531,4561
187809,200,235
221907,4078,12935
225481,11831,3277
282684,1775,14554
376175,1062,828
449151,5,252
507223,669,1090
546172,31614,221
552241,4064,35759
638692,2440,349
650795,10090,22902
658835,2381,7769
667375,65466,1070
695769,54189,2974
702259,2352,1829
740574,2448,1403
743387,8817,8519
753162,3229,13509
787232,631,1132
817969,2410,2741
977739,17425,6984
984072,1775,8057
1045568,61825,6992
74288,2697,9597
86635,324,318
163053,3205,3209
191137,49075,26199
261328,12163,3552
288259,202,385
351477,78435,52910
368631,173,759
384581,11648,2352
395867,28753,593
398808,276,16795
402825,623,10870
405674,515,17
419025,379,358
431811,12,828
441385,189,11831
449151,252,5
459318,288,928
462029,76077,11065
469783,9859,71021
469787,252,141
485585,631,16
490951,77,515
491542,8172,3711
494826,45604,4271
503688,1181,3455
505194,350,1003
510241,449,6646
542336,2239,41101
546172,221,31614
550957,371,465
552636,12301,31284
565675,370,1060
568698,738,290
573941,22308,6503
579977,1826,48325
638567,6500,46292
639384,2402,4673
642947,3334,8825
643750,6600,1775
645180,713,11127
648909,11972,4542
668183,621,1176
668268,995,11
670861,9252,1071
677510,157,7831
699771,468,6182
702785,2294,3551
712099,24226,43
726859,9251,2963
741228,27774,36546
757272,11177,371
780506,2759,3021
817665,3329,2995
863745,5499,26
873535,6630,141
874844,17494,37535
890368,2990,2639
895042,73908,44290
903442,67279,12886
910903,69752,9526
920782,67286,3194
921735,337,2759
951439,10690,26459
983867,3938,1106
1020267,56374,9250
1050404,21460,31193
1099652,87229,7968
1138724,48688,49746
1223311,51663,64328
39983,89,36
54336,80647,4745
73741,3176,6890
84435,533,89
99227,2239,6646
124673,515,820
136184,3840,114
148231,10010,2029
157543,449,6646
166230,3209,120
172565,515,37956
193782,24,6600
196524,589,7160
206225,3057,762
216683,63966,6321
238084,10217,1467
241378,15724,1304
252900,3197,2125
270988,2759,6699
271607,8606,20115
288786,7633,609
295086,1022,596
309193,6643,537
312374,3840,83909
330085,703,330
331282,6643,4961
354214,126,48913
357163,1091,3329
369556,288,679
374882,126,48913
379752,9875,537
390368,679,1022
400871,6107,6361
401173,985,16
405692,589,12388
412943,1090,798
422929,7945,7
431811,683,12
433164,1020,2925
441270,1029,1829
442118,272,9644
460349,1106,31284
464365,11831,861
464378,515,12388
464529,1007,3385
468302,679,537
483348,148,252
489415,6632,23568
496034,70272,38898
502070,9262,2759
504104,1403,13353
509246,2964,43
532374,12533,55265
534084,430,380
559333,798,610
563812,3938,866
565675,1098,370
567737,7097,6536
568559,252,148
569376,415,3166
572065,87108,38898
576982,868,74664
578872,221,10010
582982,7136,32041
585876,3297,10492
587688,156,2463
612059,410,1104
622830,10484,518
639751,5677,37474
653161,10093,32041
658051,51762,67984
658664,679,979
662033,16439,1755
662134,6890,27603
667749,44286,44006
668183,1269,621
672292,221,10492
676115,61955,1467
687609,8519,368
692612,17428,11648
703324,978,776
724726,26206,3747
730364,39251,38898
730708,3197,199
742611,3209,74664
747019,467,24366
780506,3491,2759
787232,89,631
788361,3711,10870
800246,3525,17442
804661,347,1095
816974,9715,383
844242,14602,2417
848875,10949,3349
851804,336,2425
857897,13353,4961
862568,22654,28199
865621,924,2319
877787,17954,11266
884072,1041,537
887801,585,8793
891987,7160,2330
908728,27039,6502
910851,71205,6502
931521,465,3034
933631,2671,29397
935978,25242,5677
948135,4443,3260
954135,73907,3205
958598,964,6600
990550,14523,13264
1044540,6334,11379
1111589,1293,62
1116031,7791,13378
1141628,2381,1148
1144681,14597,14542
1176866,51774,3840
1224226,75659,89919
1224227,41852,89919
51174,368,5677
54534,940,210
56066,209,288
81979,15906,365
99559,16795,3899
129257,866,2352
140540,786,45277
158104,25643,1268
189448,2402,3938
197880,3197,3325
203716,3385,17595
211391,11648,2352
238030,16032,593
248931,83678,63007
266906,17222,7020
305274,1194,1031
308560,40188,8590
312690,31216,13306
330041,1143,18303
373446,2462,10010
375821,16032,1022
386914,124,200
389255,51772,2407
392093,76945,2350
395729,2759,2795
401344,6711,1146
402630,3725,67107
438311,3385,4603
441341,12709,19775
448783,515,39097
459661,46,5514
484874,16439,38898
490717,184,6593
510244,311,1066
546253,2863,515
549013,2420,2425
549273,1106,2352
559263,31,3008
562484,61825,39097
572076,20590,9811
575620,4436,35060
586659,18,467
587688,40416,156
610297,173,988
611018,49283,6709
611793,164,989
612059,2721,410
614776,10482,75231
622788,10480,31007
623040,276,332
623120,3268,53453
623425,301,11380
645847,3535,22177
654374,2319,3205
657742,419,1025
677477,57434,31622
697067,39807,6646
697728,932,2696
712099,1194,24226
727747,537,54189
733314,9268,2451
741021,10010,2029
743386,157,1041
758845,61825,3592
806427,6105,1017
840860,45560,10534
844566,17686,13753
851804,190,336
866670,156,1083
869941,12454,31284
874043,2454,8824
888602,26765,18003
903442,23303,67279
908383,18127,11854
926995,16104,9113
941869,6182,3709
990429,19870,10534
994254,78259,69261
998664,57866,1247
1008456,78259,69261
1041475,3631,49283
1119906,7875,7995
1173856,36286,11148
1244174,21165,11646
18940,1041,10004
24202,3268,3325
61277,76077,4391
64000,626,515
115507,209,1444
165784,828,3958
170527,23826,148
186704,2976,385
204144,5724,123
221074,1118,2118
227199,61825,21903
229640,813,69261
242201,4941,609
243580,8590,49283
248931,60551,83678
255473,1109,828
260166,1123,703
260185,16696,38898
271635,39097,65423
291422,80,515
299815,43032,515
318219,371,3958
326427,515,2578
334440,16704,964
342609,32017,2740
345587,2362,60949
360791,1030,6418
380554,49364,39097
387234,3522,749
418567,239,197
433926,19775,14687
435001,830,1444
447071,69752,42310
450218,1096,3508
453121,384,127
459661,12567,46
486604,31,122
491546,11854,9961
499604,3052,1031
503988,601,703
520651,1237,1211
521129,3183,46487
532541,543,512
538764,19401,31216
539134,749,5
549013,7154,2420
563833,27092,45289
584083,330,2029
592116,8457,2697
599569,7055,1403
606267,40058,1029
613173,9,7977
621910,3385,47
623425,6429,301
639133,6502,6499
648520,209,3938
654415,1082,3524
654673,1104,10262
659331,986,6945
662458,9961,47
668550,15879,3938
689017,210,585
698840,89,78
700479,5299,26
719682,465,3033
728133,3535,35759
731491,46,1103
732120,9250,3456
742611,820,3209
748341,49702,10481
748505,9010,3948
751099,16950,75231
802230,3696,92433
804799,416,1103
819874,18662,4961
830841,12709,2431
835410,465,1519
857792,74248,6918
862352,14806,14758
866094,19517,928
888630,88020,65036
893850,209,11831
894324,10958,26883
931428,6541,13299
943969,288,10885
944551,1031,1198
961821,15098,2402
987568,87727,19684
1046965,53365,46719
1047551,41852,89919
1135770,2871,173
1164781,8867,5027
1213680,15678,35021
1222050,40538,49776
1227015,72758,21459
77127,6362,2063
90800,12574,1030
110866,1241,2577
110912,1062,22171
114205,9598,1022
135082,2407,7633
144128,6646,1531
145115,515,413
164277,2241,23568
171418,1022,1066
181690,672,3958
183292,943,22171
193612,60949,52
212275,1066,9598
221495,16032,21975
221968,593,6632
225479,2417,1030
229695,2969,272
246197,1066,828
247377,1025,8970
247907,16190,22171
258561,5196,1011
275512,209,1029
275532,1066,596
280602,6499,937
281906,941,318
285810,4941,7020
290384,9982,7378
295091,6631,828
296458,1274,1101
308651,937,2241
309388,9855,1418
309473,2241,3958
322107,496,272
328003,4414,1236
341680,683,81
344090,1062,593
344421,2402,1106
347435,16190,6632
351566,1062,596
353880,22177,9597
358216,3828,3958
362694,593,828
391363,33304,71180
391632,9597,1066
393806,601,58049
396744,672,23581
402082,25569,3829
405382,9010,596
405388,527,593
405395,9598,3958
415728,937,672
416637,39591,7009
417506,6632,1066
422593,8344,22171
422801,19953,69752
431003,25765,23580
431746,208,53453
432404,42628,17832
440658,1023,964
443338,2420,2423
443541,1195,987
444314,8457,828
457830,8344,6631
463613,520,415
470507,4313,10532
471154,22175,937
486601,31622,6502
489077,1066,23581
489440,23568,3734
491670,5570,6985
495109,2417,12179
496655,21975,23568
496661,3054,1031
508381,6500,23568
521122,8344,3828
523915,19684,35759
537863,6395,16190
538050,2241,1062
551007,3697,603
551275,6954,593
552981,2719,699
554404,4529,13744
558542,2996,6499
574203,82,440
577816,1092,801
588478,596,9598
590648,9597,1066
597153,1241,786
600549,3234,9598
610616,1106,6363
613095,11831,19309
615653,13653,7009
617074,23826,3709
624898,37689,53668
624900,3935,937
626675,10093,20590
631007,276,5
635021,1062,1066
639411,16190,1066
640260,22175,13600
645842,3301,19684
651002,1005,1103
654813,14687,10511
654872,24,4
656441,114,244
670847,681,417
671101,10507,2844
671959,71432,19806
673858,16032,1022
675285,1059,2843
679904,16032,6631
681679,3935,23568
683268,596,828
684058,672,3734
685036,10999,8344
690718,14602,830
697002,38205,38204
697468,324,6110
698323,189,928
711708,6502,31622
714459,3697,24214
724442,432,77984
724702,943,22177
728982,2759,1110
731491,2919,46
738478,383,723
741936,14104,55227
741963,72309,1775
744917,943,596
757175,189,25184
787238,537,9598
796973,1306,14758
804776,24368,724
810411,1158,1080
816843,1826,4961
817180,415,1095
843877,23581,3958
848267,53668,8344
854668,38137,21975
856284,13600,42629
859951,148,2262
867691,23302,2294
885621,2063,1826
891987,74664,7160
894324,4163,10958
896156,2671,7661
903166,943,16032
909853,78388,3535
912571,27107,30925
934722,496,3622
936234,3734,3828
957519,10999,9598
977858,15172,2423
992605,19636,19775
1004479,11199,1199
1029002,1030,13341
1035012,943,23568
1080392,3713,24226
1113197,39097,515
1121428,36342,9641
1172620,36344,11032
1193194,14778,605
143039,301,455
192855,13592,15720
206844,69752,49149
259350,3301,6502
263027,4561,2352
263246,69752,602
328802,42310,49149
332205,6429,8818
349536,409,1063
364257,199,6600
369567,543,24
401587,209,12574
466452,11194,30120
489357,21975,25449
522145,2698,59024
525472,1180,59024
532541,2262,543
649794,9811,45193
670860,988,39336
692737,89,35
711382,681,10718
728602,12179,19304
744137,53299,15300
747148,3938,22902
830057,12423,527
854962,515,13959
860998,18820,9709
867466,23194,13379
1020338,14083,40134
1220232,17020,866
1221014,1829,6062
52896,614,10010
65521,708,24724
84938,515,409
197126,11107,279
332558,10503,9811
393696,25576,9961
442679,1030,2417
460848,2861,3508
469760,10233,30120
481692,1091,3060
553453,515,23285
556050,1234,58188
598769,1829,1444
632100,43562,43563
653667,22902,18231
661080,20099,15309
670185,2407,82696
688668,1023,2125
834899,199,520
848465,1519,12886
866059,2402,1444
868503,10233,1418
882538,69471,13592
890290,506,12
906160,253,749
1085432,15377,1106
1118715,14316,14977
1157581,74155,82911
1220764,18915,6502
1227013,2710,35759
59442,63007,110586
64598,12321,8172
73345,20590,2350
165801,943,6504
225963,1029,410
242089,941,62
246027,28633,40270
250153,380,6195
260841,1003,512
261407,311,3535
268652,3938,12709
271718,51828,1061
282918,170,266
283398,21170,25576
313097,968,1455
332250,1444,1030
333760,288,2407
340980,455,40843
343558,2311,62
345449,409,16795
352041,537,1041
355395,14,119
374075,15299,4959
391555,1304,27114
402135,6503,31622
422698,1106,1775
426192,1050,350
429217,4078,4291
466168,76676,4697
466336,9265,585
480723,12124,641
496660,1198,164
497575,4115,4291
502289,601,1455
503782,2759,515
505652,358,281
507488,61,26
516407,1008,1110
566802,9265,358
571912,9961,8172
572240,62,941
580747,119,618
585747,2352,3938
601011,2462,1023
601872,17554,2351
611049,62,941
617164,4111,416
630167,2582,6500
630267,6503,35759
638793,2282,46
639244,3535,35759
655626,2671,29397
657043,23194,13379
662334,31,1189
667287,1237,164
700144,12577,2999
709155,6502,3610
726721,10949,1090
745596,2758,52
819938,5499,3329
857948,3711,16704
880217,17954,15172
907356,23194,9811
923776,5776,678
924858,6199,3016
967523,370,23613
1015626,37535,10663
1025974,67277,12886
1032786,67292,3804
1063261,500,44424
1066830,14784,653
1221003,15449,34212
78006,27190,254
126639,6503,38898
128931,2784,605
135490,255,605
