player_id,player_club_id
4669,403
56438,403
56601,132
6301,132
74294,132
89622,403
12563,6195
19041,6195
21151,6195
21782,6195
21863,6195
21905,6195
2865,506
37666,506
37941,6195
38593,6195
39983,506
40660,506
44716,506
48280,6195
5023,506
52266,6195
52312,506
56703,506
5817,506
5858,6195
5880,6195
63531,506
6448,506
7109,506
76799,6195
77,506
84835,506
85475,6195
48514,3725
53286,3725
82364,3725
14219,932
44855,932
146467,232
17749,964
188338,964
46340,2477
47769,1177
133822,3508
41102,354
49641,354
191949,1411
170926,172
24260,172
56780,601
80840,601
133041,987
36593,2578
62170,370
215902,2451
59383,2451
111283,14171
12106,40
12379,40
126528,40
12906,40
12957,14171
16591,40
23825,40
43264,40
51540,40
5308,40
54155,40
5622,14171
5676,14171
5698,14171
57355,40
57510,14171
60591,14171
60604,14171
63463,14171
64147,14171
67721,14171
69101,14171
78082,40
81386,40
93690,14171
93758,40
98351,14171
102744,750
103565,595
109039,750
110268,595
111043,750
111163,595
118940,750
12093,595
127048,750
127053,750
17244,595
17693,750
184892,595
19045,750
204585,750
2878,750
33718,595
44686,595
45237,595
50512,595
52027,750
5300,595
5614,750
5680,595
60588,750
66407,750
75224,595
93309,595
126699,273
137438,273
18543,273
19139,273
22628,273
27661,1041
28328,273
37460,273
38360,273
39906,273
40446,273
5338,1041
57404,273
60573,273
60583,1041
60603,273
85585,273
102558,583
12386,1158
12508,1158
15420,583
16993,583
18036,583
20622,1158
27305,583
27389,583
28335,583
29091,583
3266,1158
33923,583
3455,583
39114,1158
39914,1158
40014,1158
4317,583
43242,1158
43458,583
44045,1158
47713,583
50570,583
51030,1158
5576,1158
57420,1158
60990,1158
105388,3911
105400,1159
126534,1159
15275,3911
170929,1159
18934,1159
211722,3911
22396,3911
23976,3911
24459,3911
25113,3911
33447,3911
34361,1159
3707,3911
43256,3911
45166,1159
49872,1159
53306,1159
5399,3911
5667,1159
57348,1159
59957,1159
60551,1159
60570,1159
66783,3911
83368,3911
96327,3911
12096,1082
12275,618
126656,618
126664,1082
14949,1082
157509,618
17179,1082
18901,618
18955,618
22390,618
22820,1082
27306,1082
28140,618
33935,618
3575,1082
37647,1082
39910,618
45624,1082
46791,618
5348,1082
5406,1082
58864,618
77834,1082
7971,1082
81460,1082
93704,618
98349,618
111482,417
12502,1147
17422,1147
18860,417
212937,417
227356,417
29559,1147
33953,1147
36881,417
36911,1147
3890,1147
40688,417
44679,1147
45475,417
52345,417
55044,417
56778,417
57213,1147
57525,417
6278,1147
66386,1147
66788,417
67084,417
80191,1147
8060,1147
84085,417
84301,1147
93726,1147
101469,1423
126542,1095
126659,1423
138410,1423
147846,1423
164897,1095
23918,1423
29311,1095
33927,1095
39917,1423
40975,1095
43960,1423
44727,1095
47653,1095
51283,1423
5457,1423
55385,1095
5578,1423
5639,1423
56808,1095
57403,1423
57466,1095
60602,1095
77828,1423
78917,1095
86930,1095
93759,1095
117671,235
124873,235
14863,235
153365,235
17313,235
19062,235
19063,235
29322,235
29324,235
50303,383
56384,235
57514,235
79045,235
91251,235
93405,235
101785,192
104376,192
116636,192
121940,1269
123513,192
12912,192
13743,192
139925,1269
141050,192
143155,1269
19917,192
20351,192
30473,1269
34785,1269
41583,1269
42539,192
45511,192
4638,1269
48262,192
50091,1269
57328,1269
61809,1269
64313,192
64355,1269
6853,192
81497,1269
93393,1269
12359,1426
151189,1426
172202,1304
184948,1426
190633,1304
19407,1426
24523,1426
25520,1304
27729,1426
30617,1304
4410,1426
